,Name,Classification,Taxon ID,Assembly,Accession,Species_str,assembly,Core_db
434,Cryptococcus neoformans var. grubii AD1-7a,Tremellales,1230056,Cryp_neof_AD1_7a_V1,GCA_002220445.1,cryptococcus_neoformans_var_grubii_ad1_7a_gca_002220445,Cryp_neof_AD1_7a_V1,fungi_basidiomycota1_collection_core_59_112_1
435,Cryptococcus neoformans var. grubii AD1-83a,Tremellales,1230065,Cryp_neof_AD1_83a_V1,GCA_002215765.1,cryptococcus_neoformans_var_grubii_ad1_83a_gca_002215765,Cryp_neof_AD1_83a_V1,fungi_basidiomycota1_collection_core_59_112_1
436,Cryptococcus neoformans var. grubii AD2-60a,Tremellales,1230059,Cryp_neof_AD2_60a_V1,GCA_002215775.1,cryptococcus_neoformans_var_grubii_ad2_60a_gca_002215775,Cryp_neof_AD2_60a_V1,fungi_basidiomycota1_collection_core_59_112_1
437,Cryptococcus neoformans var. grubii Br795,Tremellales,1230061,Cryp_neof_Br795_V1,GCA_002222225.1,cryptococcus_neoformans_var_grubii_br795_gca_002222225,Cryp_neof_Br795_V1,fungi_basidiomycota1_collection_core_59_112_1
438,Cryptococcus neoformans var. grubii Bt1,Tremellales,1230073,Cryp_neof_Bt1_V1,GCA_002215705.1,cryptococcus_neoformans_var_grubii_bt1_gca_002215705,Cryp_neof_Bt1_V1,fungi_basidiomycota1_collection_core_59_112_1
439,Cryptococcus neoformans var. grubii Bt120,Tremellales,1230070,Cryp_neof_Bt120_V1,GCA_002222465.1,cryptococcus_neoformans_var_grubii_bt120_gca_002222465,Cryp_neof_Bt120_V1,fungi_basidiomycota1_collection_core_59_112_1
440,Cryptococcus neoformans var. grubii Bt15,Tremellales,1230071,Cryp_neof_Bt15_V1,GCA_002222335.1,cryptococcus_neoformans_var_grubii_bt15_gca_002222335,Cryp_neof_Bt15_V1,fungi_basidiomycota1_collection_core_59_112_1
441,Cryptococcus neoformans var. grubii Bt63,Tremellales,1230075,Cryp_neof_Bt63_V1,GCA_002234625.1,cryptococcus_neoformans_var_grubii_bt63_gca_002234625,Cryp_neof_Bt63_V1,fungi_basidiomycota1_collection_core_59_112_1
442,Cryptococcus neoformans var. grubii Bt85,Tremellales,1230076,Cryp_neof_Bt85_V1,GCA_002215835.1,cryptococcus_neoformans_var_grubii_bt85_gca_002215835,Cryp_neof_Bt85_V1,fungi_basidiomycota1_collection_core_59_112_1
443,Cryptococcus neoformans var. grubii C23,Tremellales,1230055,Cryp_neof_C23_V1,GCA_002215825.1,cryptococcus_neoformans_var_grubii_c23_gca_002215825,Cryp_neof_C23_V1,fungi_basidiomycota1_collection_core_59_112_1
444,Cryptococcus neoformans var. grubii CHC193,Tremellales,1230064,Cryp_neof_CHC193_V1,GCA_002222295.1,cryptococcus_neoformans_var_grubii_chc193_gca_002222295,Cryp_neof_CHC193_V1,fungi_basidiomycota1_collection_core_59_112_1
445,Cryptococcus neoformans var. grubii D17-1,Tremellales,1230058,Cryp_neof_D17_1_V1,GCA_002222255.1,cryptococcus_neoformans_var_grubii_d17_1_gca_002222255,Cryp_neof_D17_1_V1,fungi_basidiomycota1_collection_core_59_112_1
446,Cryptococcus neoformans var. grubii Gb118,Tremellales,1230060,Cryp_neof_Gb118_V1,GCA_002224005.1,cryptococcus_neoformans_var_grubii_gb118_gca_002224005,Cryp_neof_Gb118_V1,fungi_basidiomycota1_collection_core_59_112_1
447,Cryptococcus neoformans var. grubii H99,Tremellales,235443,CNA3,GCA_000149245.3,cryptococcus_neoformans_var_grubii_h99_gca_000149245,CNA3,fungi_basidiomycota1_collection_core_59_112_1
448,Cryptococcus neoformans var. grubii MW-RSA1955,Tremellales,1230066,Cryp_neof_MW_RSA1955_V1,GCA_002222455.1,cryptococcus_neoformans_var_grubii_mw_rsa1955_gca_002222455,Cryp_neof_MW_RSA1955_V1,fungi_basidiomycota1_collection_core_59_112_1
449,Cryptococcus neoformans var. grubii MW-RSA36,Tremellales,1230062,Cryp_neof_MW_RSA36_V1,GCA_002222395.1,cryptococcus_neoformans_var_grubii_mw_rsa36_gca_002222395,Cryp_neof_MW_RSA36_V1,fungi_basidiomycota1_collection_core_59_112_1
450,Cryptococcus neoformans var. grubii MW-RSA852,Tremellales,1230069,Cryp_neof_MW_RSA852_V1,GCA_002220035.1,cryptococcus_neoformans_var_grubii_mw_rsa852_gca_002220035,Cryp_neof_MW_RSA852_V1,fungi_basidiomycota1_collection_core_59_112_1
451,Cryptococcus neoformans var. grubii Th84,Tremellales,1230067,Cryp_neof_Th84_V1,GCA_002222315.1,cryptococcus_neoformans_var_grubii_th84_gca_002222315,Cryp_neof_Th84_V1,fungi_basidiomycota1_collection_core_59_112_1
452,Cryptococcus neoformans var. grubii Tu259-1,Tremellales,1230072,Cryp_neof_Tu259_1_V1,GCA_002222325.1,cryptococcus_neoformans_var_grubii_tu259_1_gca_002222325,Cryp_neof_Tu259_1_V1,fungi_basidiomycota1_collection_core_59_112_1
453,Cryptococcus neoformans var. grubii Tu401-1,Tremellales,1230077,Cryp_neof_Tu401_1_V1,GCA_002222475.1,cryptococcus_neoformans_var_grubii_tu401_1_gca_002222475,Cryp_neof_Tu401_1_V1,fungi_basidiomycota1_collection_core_59_112_1
454,Cryptococcus neoformans var. grubii Ze90-1,Tremellales,1230078,Cryp_neof_Ze90_1_V1,GCA_002222385.1,cryptococcus_neoformans_var_grubii_ze90_1_gca_002222385,Cryp_neof_Ze90_1_V1,fungi_basidiomycota1_collection_core_59_112_1
455,Cryptococcus neoformans var. grubii c45,Tremellales,1230068,Cryp_neof_C45_V1,GCA_002215855.1,cryptococcus_neoformans_var_grubii_c45_gca_002215855,Cryp_neof_C45_V1,fungi_basidiomycota1_collection_core_59_112_1
456,Cryptococcus neoformans var. grubii c8,Tremellales,1230063,Cryp_neof_C8_V1,GCA_002222405.1,cryptococcus_neoformans_var_grubii_c8_gca_002222405,Cryp_neof_C8_V1,fungi_basidiomycota1_collection_core_59_112_1
457,Cryptococcus neoformans var. grubii str. CCTP51,Tremellales,178876,Cryp_neof_grubii_cng10_V1,GCA_002217545.1,cryptococcus_neoformans_var_grubii_gca_002217545,Cryp_neof_grubii_cng10_V1,fungi_basidiomycota1_collection_core_59_112_1
458,Cryptococcus neoformans var. grubii str. CM20,Tremellales,178876,Cryp_neof_grubii_cng5_V1,GCA_002222115.1,cryptococcus_neoformans_var_grubii_gca_002222115,Cryp_neof_grubii_cng5_V1,fungi_basidiomycota1_collection_core_59_112_1
459,Cryptococcus neoformans var. grubii str. CM24,Tremellales,178876,Cryp_neof_grubii_cng6_V1,GCA_002222145.1,cryptococcus_neoformans_var_grubii_gca_002222145,Cryp_neof_grubii_cng6_V1,fungi_basidiomycota1_collection_core_59_112_1
460,Cryptococcus neoformans var. grubii str. CM36,Tremellales,178876,Cryp_neof_grubii_cng2_V1,GCA_002222245.1,cryptococcus_neoformans_var_grubii_gca_002222245,Cryp_neof_grubii_cng2_V1,fungi_basidiomycota1_collection_core_59_112_1
461,Cryptococcus neoformans var. grubii str. CM50,Tremellales,178876,Cryp_neof_grubii_cng1_V1,GCA_002222135.1,cryptococcus_neoformans_var_grubii_gca_002222135,Cryp_neof_grubii_cng1_V1,fungi_basidiomycota1_collection_core_59_112_1
462,Cryptococcus neoformans var. grubii str. CM52,Tremellales,178876,Cryp_neof_grubii_cng3_V1,GCA_002222165.1,cryptococcus_neoformans_var_grubii_gca_002222165,Cryp_neof_grubii_cng3_V1,fungi_basidiomycota1_collection_core_59_112_1
463,Cryptococcus neoformans var. grubii str. CM64,Tremellales,178876,Cryp_neof_grubii_cng4_V1,GCA_002222025.1,cryptococcus_neoformans_var_grubii_gca_002222025,Cryp_neof_grubii_cng4_V1,fungi_basidiomycota1_collection_core_59_112_1
464,Cryptococcus neoformans var. grubii str. KN99,Tremellales,178876,ASM221672v1,GCA_002216725.1,cryptococcus_neoformans_var_grubii_gca_002216725,ASM221672v1,fungi_basidiomycota1_collection_core_59_112_1
465,Cryptococcus neoformans var. grubii str. RCT21,Tremellales,178876,Cryp_neof_grubii_cng11_V1,GCA_002222155.1,cryptococcus_neoformans_var_grubii_gca_002222155,Cryp_neof_grubii_cng11_V1,fungi_basidiomycota1_collection_core_59_112_1
466,Cryptococcus neoformans var. grubii str. RCT54,Tremellales,178876,Cryp_neof_grubii_cng8_V1,GCA_002222015.1,cryptococcus_neoformans_var_grubii_gca_002222015,Cryp_neof_grubii_cng8_V1,fungi_basidiomycota1_collection_core_59_112_1
467,Cryptococcus neoformans var. grubii str. RCT6,Tremellales,178876,Cryp_neof_grubii_cng7_V1,GCA_002222095.1,cryptococcus_neoformans_var_grubii_gca_002222095,Cryp_neof_grubii_cng7_V1,fungi_basidiomycota1_collection_core_59_112_1
468,Cryptococcus neoformans var. grubii str. V2,Tremellales,178876,Cneo_seroA_V2,GCA_002215755.1,cryptococcus_neoformans_var_grubii_gca_002215755,Cneo_seroA_V2,fungi_basidiomycota1_collection_core_59_112_1
469,Cryptococcus neoformans var. grubii str. V31,Tremellales,178876,Cneo_seroA_V31,GCA_002215745.1,cryptococcus_neoformans_var_grubii_gca_002215745,Cneo_seroA_V31,fungi_basidiomycota1_collection_core_59_112_1
470,Cryptococcus neoformans var. grubii str. WM-1408,Tremellales,178876,Cneo_seroA_WM1408,GCA_002220045.1,cryptococcus_neoformans_var_grubii_gca_002220045,Cneo_seroA_WM1408,fungi_basidiomycota1_collection_core_59_112_1
471,Cryptococcus neoformans var. neoformans B-3501A,Tremellales,283643,ASM14938v1,GCA_000149385.1,cryptococcus_neoformans_var_neoformans_b_3501a_gca_000149385,ASM14938v1,fungi_basidiomycota1_collection_core_59_112_1
472,Cryptococcus neoformans var. neoformans JEC21,Tremellales,214684,ASM9104v1,GCA_000091045.1,cryptococcus_neoformans,ASM9104v1,cryptococcus_neoformans_core_59_112_1
473,Cryptococcus wingfieldii CBS 7118,Tremellales,1295528,Tsuc_wing_CBS7118_V1,GCA_001720155.1,cryptococcus_wingfieldii_cbs_7118_gca_001720155,Tsuc_wing_CBS7118_V1,fungi_basidiomycota1_collection_core_59_112_1
474,Cutaneotrichosporon oleaginosum,Fungi,879819,ASM806530v1,GCA_008065305.1,cutaneotrichosporon_oleaginosum_gca_008065305,ASM806530v1,fungi_basidiomycota2_collection_core_59_112_1
475,Cutaneotrichosporon oleaginosum str. IBC0246,Fungi,879819,Triol1,GCA_001027345.1,cutaneotrichosporon_oleaginosum_gca_001027345,Triol1,fungi_basidiomycota1_collection_core_59_112_1
476,Cyberlindnera fabianii str. 65,Saccharomycetales,36022,ASM198330v1,GCA_001983305.1,cyberlindnera_fabianii_gca_001983305,ASM198330v1,fungi_ascomycota3_collection_core_59_112_1
477,Cyberlindnera fabianii str. YJS4271,Saccharomycetales,36022,ASM320585v1,GCA_003205855.1,cyberlindnera_fabianii_gca_003205855,ASM320585v1,fungi_ascomycota4_collection_core_59_112_1
478,Cyberlindnera jadinii NRRL Y-1542,Saccharomycetales,983966,Cybja1,GCA_001661405.1,cyberlindnera_jadinii_nrrl_y_1542_gca_001661405,Cybja1,fungi_ascomycota3_collection_core_59_112_1
479,Cyberlindnera jadinii str. CBS1600,Saccharomycetales,4903,cj1,GCA_001245095.1,cyberlindnera_jadinii_gca_001245095,cj1,fungi_ascomycota3_collection_core_59_112_1
480,Cylindrobasidium torrendii FP15055 ss-10,Agaricales,1314674,Cylto1,GCA_000934385.1,cylindrobasidium_torrendii_fp15055_ss_10_gca_000934385,Cylto1,fungi_basidiomycota1_collection_core_59_112_1
481,Cyphellophora europaea CBS 101466,Chaetothyriomycetidae,1220924,Phia_euro_CBS_101466_V1,GCA_000365145.2,cyphellophora_europaea_cbs_101466_gca_000365145,Phia_euro_CBS_101466_V1,fungi_ascomycota1_collection_core_59_112_1
482,Cytospora leucostoma,Sordariomycetidae,1230097,ASM379529v1,GCA_003795295.1,cytospora_leucostoma_gca_003795295,ASM379529v1,fungi_ascomycota5_collection_core_59_112_1
483,Dacryopinax primogenitus str. DJM-731 SS1,Dacrymycetales,1858805,Dacryopinax_sp._DJM_731_SSP1_v1.0,GCA_000292625.1,dacryopinax_primogenitus_gca_000292625,Dacryopinax sp. DJM 731 SSP1 v1.0,fungi_basidiomycota1_collection_core_59_112_1
484,Dactylellina haptotyla CBS 200.50,Orbiliales,1284197,MHA_v2,GCA_000441935.1,dactylellina_haptotyla_cbs_200_50_gca_000441935,MHA_v2,fungi_ascomycota1_collection_core_59_112_1
485,Daedalea quercina L-15889,Polyporales,1314783,Daequ1,GCA_001632345.1,daedalea_quercina_l_15889_gca_001632345,Daequ1,fungi_basidiomycota1_collection_core_59_112_1
486,Daldinia sp. EC12,Xylariales,1001832,DalEC12_v.1.0,GCA_002120325.1,daldinia_sp_ec12_gca_002120325,DalEC12 v.1.0,fungi_ascomycota3_collection_core_59_112_1
487,Debaryomyces hansenii CBS767,Saccharomycetales,284592,ASM644v2,GCA_000006445.2,debaryomyces_hansenii_cbs767_gca_000006445,ASM644v2,fungi_ascomycota1_collection_core_59_112_1
488,Decorospora gaudefroyi str. P77,Pleosporales,184978,Decga1,GCA_010015605.1,decorospora_gaudefroyi_gca_010015605,Decga1,fungi_ascomycota5_collection_core_59_112_1
489,Dendrothele bispora CBS 962.96,Agaricales,1314807,Denbi1,GCA_004369135.1,dendrothele_bispora_cbs_962_96_gca_004369135,Denbi1,fungi_basidiomycota2_collection_core_59_112_1
490,Dentipellis fragilis str. DSM 105465,Russulales,205917,ASM467927v1,GCA_004679275.1,dentipellis_fragilis_gca_004679275,ASM467927v1,fungi_basidiomycota2_collection_core_59_112_1
491,Dentipellis sp. KUC8613,Russulales,1883078,ASM228671v1,GCA_002286715.1,dentipellis_sp_kuc8613_gca_002286715,ASM228671v1,fungi_basidiomycota1_collection_core_59_112_1
492,Diaporthe ampelina,Sordariomycetidae,1214573,UCDDA912v1.0,GCA_001006365.1,diaporthe_ampelina_gca_001006365,UCDDA912v1.0,fungi_ascomycota2_collection_core_59_112_1
493,Diaporthe helianthi str. 7/96,Sordariomycetidae,158607,DHEL01v2,GCA_001702395.2,diaporthe_helianthi_gca_001702395,DHEL01v2,fungi_ascomycota3_collection_core_59_112_1
494,Dichomitus squalens LYAD-421 SS1,Polyporales,732165,Dichomitus_squalens_v1.0,GCA_000275845.1,dichomitus_squalens_lyad_421_ss1_gca_000275845,Dichomitus squalens v1.0,fungi_basidiomycota1_collection_core_59_112_1
495,Dichomitus squalens str. CBS 463.89,Polyporales,114155,Dicsqu463_1,GCA_004307915.1,dichomitus_squalens_gca_004307915,Dicsqu463_1,fungi_basidiomycota2_collection_core_59_112_1
496,Dichomitus squalens str. CBS 464.89,Polyporales,114155,Dicsqu464_1,GCA_004307905.1,dichomitus_squalens_gca_004307905,Dicsqu464_1,fungi_basidiomycota1_collection_core_59_112_1
497,Dichomitus squalens str. OM18370.1,Polyporales,114155,Dicsqu18370_1,GCA_004307925.1,dichomitus_squalens_gca_004307925,Dicsqu18370_1,fungi_basidiomycota1_collection_core_59_112_1
498,Didymella exigua CBS 183.55,Pleosporales,1150837,Didex1,GCA_010094145.1,didymella_exigua_cbs_183_55_gca_010094145,Didex1,fungi_ascomycota4_collection_core_59_112_1
499,Diplocarpon rosae,Helotiales,946125,ASM231799v1,GCA_002317995.1,diplocarpon_rosae_gca_002317995,ASM231799v1,fungi_ascomycota3_collection_core_59_112_1
500,Diplodia corticola str. CBS 112549,Botryosphaeriales,236234,ASM188384v1,GCA_001883845.1,diplodia_corticola_gca_001883845,ASM188384v1,fungi_ascomycota3_collection_core_59_112_1
501,Diplodia seriata,Botryosphaeriales,420778,UCDDS831v0.1,GCA_001006355.1,diplodia_seriata_gca_001006355,UCDDS831v0.1,fungi_ascomycota2_collection_core_59_112_1
502,Diplodia seriata str. F98.1,Botryosphaeriales,420778,Dipser_v1,GCA_001975905.1,diplodia_seriata_gca_001975905,Dipser v1,fungi_ascomycota3_collection_core_59_112_1
503,Diutina rugosa,Saccharomycetales,5481,ASM870459v1,GCA_008704595.1,diutina_rugosa_gca_008704595,ASM870459v1,fungi_ascomycota4_collection_core_59_112_1
504,Dothidotthia symphoricarpi CBS 119687,Pleosporales,1392245,Dotsy1,GCA_010015815.1,dothidotthia_symphoricarpi_cbs_119687_gca_010015815,Dotsy1,fungi_ascomycota4_collection_core_59_112_1
505,Dothistroma septosporum,Capnodiales,675120,GCA_000340195.1,GCA_000340195.1,dothistroma_septosporum,Dothistroma septosporum NZE10 v1.0,dothistroma_septosporum_core_59_112_1
506,Drechmeria coniospora str. ARSEF 6962,Hypocreales,98403,ASM162519v1,GCA_001625195.1,drechmeria_coniospora_gca_001625195,ASM162519v1,fungi_ascomycota3_collection_core_59_112_1
507,Drechslerella stenobrocha 248,Orbiliales,1043628,DREv1,GCA_000525045.1,drechslerella_stenobrocha_248_gca_000525045,DREv1,fungi_ascomycota1_collection_core_59_112_1
508,Edhazardia aedis USNM 41457,Microsporidia,1003232,Edha_aedis_V4b,GCA_000230595.3,edhazardia_aedis_usnm_41457_gca_000230595,Edha_aedis_V4b,fungi_microsporidia1_collection_core_59_112_1
509,Elaphomyces granulatus str. OSC145934,Eurotiales,519963,PX439,GCA_002240705.1,elaphomyces_granulatus_gca_002240705,PX439,fungi_ascomycota3_collection_core_59_112_1
510,Elsinoe ampelina str. CECT 20119,Dothideomycetes,302913,Elsamp1,GCA_010093995.1,elsinoe_ampelina_gca_010093995,Elsamp1,fungi_ascomycota4_collection_core_59_112_1
511,Elsinoe australis,Dothideomycetes,40998,ASM538240v1,GCA_005382405.1,elsinoe_australis_gca_005382405,ASM538240v1,fungi_ascomycota4_collection_core_59_112_1
512,Elsinoe australis str. NL1,Dothideomycetes,40998,ASM301379v1,GCA_003013795.1,elsinoe_australis_gca_003013795,ASM301379v1,fungi_ascomycota4_collection_core_59_112_1
513,Emergomyces pasteurianus Ep9510 str. UAMH 9510,Onygenales,1447872,Emmo_past_UAMH9510_V1,GCA_001883825.1,emergomyces_pasteurianus_ep9510_gca_001883825,Emmo_past_UAMH9510_V1,fungi_ascomycota3_collection_core_59_112_1
514,Emmonsia crescens UAMH 3008,Onygenales,1247875,ASM100828v1,GCA_001008285.1,emmonsia_crescens_uamh_3008_gca_001008285,ASM100828v1,fungi_ascomycota2_collection_core_59_112_1
515,Emmonsia crescens str. UAMH4076,Onygenales,73230,Emmon_cres_4076_V1,GCA_002572855.1,emmonsia_crescens_gca_002572855,Emmon_cres_4076_V1,fungi_ascomycota3_collection_core_59_112_1
516,Emmonsia sp. CAC-2015a str. CBS 136260,Onygenales,1955775,Emmo_afri_EA111,GCA_001660665.1,emmonsia_sp_cac_2015a_gca_001660665,Emmo_afri_EA111,fungi_ascomycota3_collection_core_59_112_1
517,Encephalitozoon cuniculi EcunIII-L,Unikaryonidae,1355160,ECIIIL,GCA_001078035.1,encephalitozoon_cuniculi_ecuniii_l_gca_001078035,ECIIIL,fungi_microsporidia1_collection_core_59_112_1
518,Encephalitozoon cuniculi GB-M1,Unikaryonidae,284813,ASM9122v2,GCA_000091225.2,encephalitozoon_cuniculi_gb_m1_gca_000091225,ASM9122v2,fungi_microsporidia1_collection_core_59_112_1
519,Encephalitozoon hellem ATCC 50504,Unikaryonidae,907965,ASM27781v3,GCA_000277815.3,encephalitozoon_hellem_atcc_50504_gca_000277815,ASM27781v3,fungi_microsporidia1_collection_core_59_112_1
520,Encephalitozoon intestinalis ATCC 50506,Unikaryonidae,876142,ASM14646v1,GCA_000146465.1,encephalitozoon_intestinalis_atcc_50506_gca_000146465,ASM14646v1,fungi_microsporidia1_collection_core_59_112_1
521,Encephalitozoon romaleae SJ-2008,Unikaryonidae,1178016,ASM28003v2,GCA_000280035.2,encephalitozoon_romaleae_sj_2008_gca_000280035,ASM28003v2,fungi_microsporidia1_collection_core_59_112_1
522,Endocarpon pusillum Z07020,Verrucariales,1263415,EPUS,GCA_000464535.1,endocarpon_pusillum_z07020_gca_000464535,EPUS,fungi_ascomycota1_collection_core_59_112_1
523,Endogone sp. FLAS-F59071,Mucoromycotina,2340872,Endsp1,GCA_003990785.1,endogone_sp_flas_f59071_gca_003990785,Endsp1,fungi_mucoromycota1_collection_core_59_112_1
524,Enterocytozoon bieneusi H348,Microsporidia,481877,ASM20948v1,GCA_000209485.1,enterocytozoon_bieneusi_h348_gca_000209485,ASM20948v1,fungi_microsporidia1_collection_core_59_112_1
525,Enterocytozoon hepatopenaei str. TH1,Microsporidia,646526,ASM208167v1,GCA_002081675.1,enterocytozoon_hepatopenaei_gca_002081675,ASM208167v1,fungi_microsporidia1_collection_core_59_112_1
526,Enterospora canceri str. GB1,Microsporidia,1081671,ASM208791v1,GCA_002087915.1,enterospora_canceri_gca_002087915,ASM208791v1,fungi_microsporidia1_collection_core_59_112_1
527,Epicoccum nigrum str. ICMP 19927,Pleosporales,105696,ASM211631v1,GCA_002116315.1,epicoccum_nigrum_gca_002116315,ASM211631v1,fungi_ascomycota3_collection_core_59_112_1
528,Eremomyces bilateralis CBS 781.70,Dothideomycetes,1392243,Erebi1,GCA_010015585.1,eremomyces_bilateralis_cbs_781_70_gca_010015585,Erebi1,fungi_ascomycota4_collection_core_59_112_1
529,Eremothecium cymbalariae DBVPG#7215,Saccharomycetales,931890,ASM23536v1,GCA_000235365.1,eremothecium_cymbalariae_dbvpg_7215_gca_000235365,ASM23536v1,fungi_ascomycota1_collection_core_59_112_1
530,Eremothecium gossypii FDAG1,Saccharomycetales,1034331,ASM96883v1,GCA_000968835.1,eremothecium_gossypii_fdag1_gca_000968835,ASM96883v1,fungi_ascomycota2_collection_core_59_112_1
531,Erysiphe necator,Erysiphales,52586,ASM79871v1,GCA_000798715.1,erysiphe_necator_gca_000798715,ASM79871v1,fungi_ascomycota2_collection_core_59_112_1
532,Erysiphe pulchra,Erysiphales,225359,ASM291839v1,GCA_002918395.1,erysiphe_pulchra_gca_002918395,ASM291839v1,fungi_ascomycota4_collection_core_59_112_1
533,Escovopsis weberi,Hypocreales,150374,ASM127849v1,GCA_001278495.1,escovopsis_weberi_gca_001278495,ASM127849v1,fungi_ascomycota3_collection_core_59_112_1
534,Eutypa lata UCREL1,Xylariales,1287681,UCREL1V03,GCA_000349385.1,eutypa_lata_ucrel1_gca_000349385,UCREL1V03,fungi_ascomycota1_collection_core_59_112_1
535,Exidia glandulosa HHB12029,Fungi,1314781,Exigl1,GCA_001632375.1,exidia_glandulosa_hhb12029_gca_001632375,Exigl1,fungi_basidiomycota1_collection_core_59_112_1
536,Exophiala aquamarina CBS 119918,Chaetothyriomycetidae,1182545,Exop_aqua_CBS_119918_V1,GCA_000709125.1,exophiala_aquamarina_cbs_119918_gca_000709125,Exop_aqua_CBS_119918_V1,fungi_ascomycota1_collection_core_59_112_1
537,Exophiala dermatitidis NIH/UT8656,Chaetothyriomycetidae,858893,Exop_derm_V1,GCA_000230625.1,exophiala_dermatitidis_nih_ut8656_gca_000230625,Exop_derm_V1,fungi_ascomycota1_collection_core_59_112_1
538,Exophiala mesophila,Chaetothyriomycetidae,212818,ASM401177v1,GCA_004011775.1,exophiala_mesophila_gca_004011775,ASM401177v1,fungi_ascomycota4_collection_core_59_112_1
